1a06_A	17	145	Q63450	nonHumanMammal
3o8s_A	1	57	nan	nan
3o8s_A	17	124	nan	nan
3o96_A	118	284	P31749	human
3obv_E	1	121	O08808	nonHumanMammal
3obv_E	1	364	O08808	nonHumanMammal
3obv_E	10	201	O08808	nonHumanMammal
3obv_E	11	269	O08808	nonHumanMammal
3obv_E	116	199	O08808	nonHumanMammal
3obv_E	2	252	O08808	nonHumanMammal
3obv_E	53	158	O08808	nonHumanMammal
3obv_E	53	304	O08808	nonHumanMammal
3obv_E	55	177	O08808	nonHumanMammal
3obv_E	55	204	O08808	nonHumanMammal
3obv_E	58	277	O08808	nonHumanMammal
3obv_E	72	197	O08808	nonHumanMammal
3obv_E	93	233	O08808	nonHumanMammal
3ocu_A	52	155	P26093	bacteria
3od8_A	8	56	P09874	human
3oes_A	1	158	Q8TAI7	human
3oga_A	1	131	Q8ZNF5	bacteria
3oga_A	1	62	Q8ZNF5	bacteria
3oga_A	26	130	Q8ZNF5	bacteria
3ogk_B	1	45	O04197	plantfungi
3ogk_B	2	222	O04197	plantfungi
3ogu_A	1	325	P06746	human
3ogu_A	55	325	P06746	human
3ohg_A	139	282	A7LRK2	bacteria
3ohg_A	42	285	A7LRK2	bacteria
3oht_A	130	239	A9UJZ9	nonMammalVertebrate
3oht_A	229	325	A9UJZ9	nonMammalVertebrate
3ohu_A	1	114	Q9BYV9	human
3ois_A	169	248	Q9PGZ0	bacteria
3ois_A	3	268	Q9PGZ0	bacteria
3ois_A	39	268	Q9PGZ0	bacteria
3oja_B	38	343	nan	nan
3oja_B	63	323	nan	nan
3oja_B	64	128	nan	nan
3okp_A	72	377	Q8NNK8	bacteria
3okw_A	201	317	O35464	nonHumanMammal
3okw_A	201	432	O35464	nonHumanMammal
3okw_A	230	510	O35464	nonHumanMammal
3oky_B	1	109	O35464	nonHumanMammal
3olj_A	3	283	P31350	human
3olj_A	38	206	P31350	human
3olj_A	6	178	P31350	human
3olm_D	1	75	P0CG63	plantfungi
3om8_A	24	110	Q9I638	bacteria
3om8_A	24	126	Q9I638	bacteria
3om8_A	24	264	Q9I638	bacteria
3om8_A	3	129	Q9I638	bacteria
3om8_A	3	265	Q9I638	bacteria
3omv_A	120	199	P04049	human
3ooi_A	105	231	Q96L73	human
3ooi_A	78	226	Q96L73	human
3ooi_A	94	215	Q96L73	human
3ooj_A	16	183	P17169	bacteria
3ooj_A	16	216	P17169	bacteria
3ooj_A	248	609	P17169	bacteria
3ooj_A	254	397	P17169	bacteria
3ooj_A	69	193	P17169	bacteria
3oos_A	26	279	A0A0F7RDE1	bacteria
3oos_A	91	279	A0A0F7RDE1	bacteria
3oox_A	142	300	Q9ABM7	bacteria
3oox_A	182	306	Q9ABM7	bacteria
3oox_A	19	252	Q9ABM7	bacteria
3oox_A	19	274	Q9ABM7	bacteria
3oox_A	19	306	Q9ABM7	bacteria
3op9_A	1	70	Q926P6	bacteria
3ory_A	1	275	F2Z289	bacteria
3ory_A	231	295	F2Z289	bacteria
3ory_A	231	317	F2Z289	bacteria
3ory_A	33	114	F2Z289	bacteria
3ory_A	4	291	F2Z289	bacteria
3ory_A	4	307	F2Z289	bacteria
3ory_A	75	293	F2Z289	bacteria
3ory_A	79	325	F2Z289	bacteria
3ory_A	80	272	F2Z289	bacteria
3otg_A	277	368	Q8KNF2	bacteria
3otg_A	277	392	Q8KNF2	bacteria
3ouo_A	1	245	P21700	virus
3owg_A	139	270	P23371	virus
3owg_A	139	294	P23371	virus
3owg_A	30	294	P23371	virus
3owg_A	38	270	P23371	virus
3owg_A	38	311	P23371	virus
3owg_A	61	270	P23371	virus
3owg_A	61	311	P23371	virus
3owg_A	9	307	P23371	virus
3owv_A	103	211	P0A3S3	bacteria
3owv_A	23	208	P0A3S3	bacteria
3owv_A	59	198	P0A3S3	bacteria
3owv_A	59	218	P0A3S3	bacteria
3owv_A	99	184	P0A3S3	bacteria
3oym_A	85	337	P14350	virus
3oz1_A	1	101	Q13490	human
3oz6_A	14	143	A3FQ79	invertebrate
3oz6_A	97	302	A3FQ79	invertebrate
3p0k_A	149	259	P41480	virus
3p0k_A	3	73	P41480	virus
3p0k_A	7	258	P41480	virus
3p0k_A	80	149	P41480	virus
3p0k_A	98	249	P41480	virus
3p0s_A	1	15	Q8V0M6	virus
3p0s_A	1	186	Q8V0M6	virus
3p0s_A	1	413	Q8V0M6	virus
3p0s_A	123	412	Q8V0M6	virus
3p0s_A	15	121	Q8V0M6	virus
3p0s_A	186	412	Q8V0M6	virus
3p0s_A	53	117	Q8V0M6	virus
3p2b_A	571	696	P48736	human
3p54_A	2	300	P27395	virus
3p54_A	299	404	P27395	virus
3p86_A	1	46	Q05609	plantfungi
3p8c_D	165	205	Q92558	human
3p8z_A	51	168	P27915	virus
3p91_A	1	246	C4M9R9	invertebrate
3p94_A	20	204	A6LAN0	bacteria
3p94_A	25	127	A6LAN0	bacteria
3p94_A	70	204	A6LAN0	bacteria
3pbi_A	65	199	P9WHU5	bacteria
3pbi_A	66	182	P9WHU5	bacteria
3pct_A	51	121	B9VWB2	bacteria
3pdf_A	119	328	P53634	human
3pe6_A	12	285	Q99685	human
3pfb_A	104	251	D3YEX6	bacteria
3pfb_A	4	251	D3YEX6	bacteria
3pfb_A	6	143	D3YEX6	bacteria
3pfq_A	205	520	P68403	nonHumanMammal
3pfq_A	310	412	P68403	nonHumanMammal
3pfq_A	310	430	P68403	nonHumanMammal
3pfq_A	321	515	P68403	nonHumanMammal
3pfq_A	356	410	P68403	nonHumanMammal
3pfy_A	1	130	Q96G74	human
3pfy_A	13	94	Q96G74	human
3pfy_A	19	130	Q96G74	human
3pfy_A	29	106	Q96G74	human
3pfy_A	29	88	Q96G74	human
3pfy_A	73	130	Q96G74	human
3pg6_A	1	108	Q8TDB6	human
3pgz_A	1	110	A0A0H3LX24	bacteria
3pie_A	1	207	Q6CJ09	plantfungi
3pie_A	517	574	Q6CJ09	plantfungi
3pj8_A	109	187	P24941	human
3pm0_A	1	127	Q16678	human
3pm0_A	299	417	Q16678	human
3pm0_A	302	455	Q16678	human
3pm0_A	339	456	Q16678	human
3pmk_A	2	405	B7UCZ2	virus
3pmk_A	8	381	B7UCZ2	virus
3pmk_A	9	331	B7UCZ2	virus
3pmk_N	1	31	nan	nan
3po3_S	1	165	P07273	plantfungi
3po3_S	23	165	P07273	plantfungi
3po3_S	46	165	P07273	plantfungi
3po3_S	78	164	P07273	plantfungi
3po3_S	96	164	P07273	plantfungi
3ppz_A	1	217	Q05609	plantfungi
3ppz_A	1	268	Q05609	plantfungi
3ppz_A	102	209	Q05609	plantfungi
3ppz_A	102	263	Q05609	plantfungi
3ppz_A	111	233	Q05609	plantfungi
3ppz_A	118	215	Q05609	plantfungi
3ppz_A	118	256	Q05609	plantfungi
3ppz_A	17	213	Q05609	plantfungi
3ppz_A	18	196	Q05609	plantfungi
3ppz_A	18	267	Q05609	plantfungi
3ppz_A	19	154	Q05609	plantfungi
3ppz_A	3	157	Q05609	plantfungi
3ppz_A	44	154	Q05609	plantfungi
3ppz_A	44	204	Q05609	plantfungi
3ppz_A	44	221	Q05609	plantfungi
3ppz_A	44	238	Q05609	plantfungi
3ppz_A	44	268	Q05609	plantfungi
3ppz_A	53	185	Q05609	plantfungi
3ppz_A	6	250	Q05609	plantfungi
3ppz_A	60	263	Q05609	plantfungi
3ppz_A	61	201	Q05609	plantfungi
3ppz_A	62	158	Q05609	plantfungi
3ppz_A	62	221	Q05609	plantfungi
3ppz_A	76	260	Q05609	plantfungi
3ppz_A	78	217	Q05609	plantfungi
3ppz_A	80	159	Q05609	plantfungi
3ppz_A	9	233	Q05609	plantfungi
3pr7_A	110	291	Q9XD56	bacteria
3pr7_A	67	187	Q9XD56	bacteria
3ps5_A	268	484	P29350	human
3ps5_A	268	522	P29350	human
3ps5_A	410	469	P29350	human
3pua_A	183	330	O75151	human
3puc_A	2	99	Q8WZ42	human
3pvs_A	39	161	nan	nan
3pwy_A	97	217	O15530	human
3q1p_A	86	179	Q81EE8	bacteria
3q3f_A	124	175	P0CG48	human
3q3j_B	1	176	Q92730	human
3q5i_A	69	219	nan	nan
3q72_A	48	138	P55042	human
3q72_A	48	78	P55042	human
3q8k_A	1	239	P39748	human
3q8k_A	1	266	P39748	human
3q8k_A	1	299	P39748	human
3q8k_A	1	315	P39748	human
3q8k_A	127	290	P39748	human
3q8k_A	128	227	P39748	human
3q8k_A	146	233	P39748	human
3q8k_A	21	259	P39748	human
3q8k_A	3	191	P39748	human
3q8k_A	3	219	P39748	human
3q8k_A	74	285	P39748	human
3q8k_A	80	250	P39748	human
3q9t_A	221	295	Q2UD26	plantfungi
3q9t_A	5	138	Q2UD26	plantfungi
3q9t_A	510	574	Q2UD26	plantfungi
3qaq_A	603	728	P48736	human
3qcl_A	53	243	P23470	human
3qcm_A	49	141	P23470	human
3qe9_Y	1	190	Q9UQ84	human
3qe9_Y	1	301	Q9UQ84	human
3qe9_Y	1	317	Q9UQ84	human
3qe9_Y	113	186	Q9UQ84	human
3qe9_Y	145	299	Q9UQ84	human
3qe9_Y	212	289	Q9UQ84	human
3qe9_Y	219	305	Q9UQ84	human
3qe9_Y	66	184	Q9UQ84	human
3qe9_Y	68	149	Q9UQ84	human
3qe9_Y	68	254	Q9UQ84	human
3qe9_Y	90	180	Q9UQ84	human
3qex_A	374	436	Q38087	virus
3qf7_A	1	53	Q9X1X1	bacteria
3qf7_A	194	358	Q9X1X1	bacteria
3qfp_A	124	234	P16474	plantfungi
3qfu_A	109	222	P16474	plantfungi
3qfu_A	117	250	P16474	plantfungi
3qfu_A	5	250	P16474	plantfungi
3qfx_A	9	149	Q27783	invertebrate
3qg2_A	20	222	D9N170	invertebrate
3qg2_A	20	296	D9N170	invertebrate
3qg2_A	20	314	D9N170	invertebrate
3qh4_A	53	310	B2HLX2	bacteria
3qh4_A	71	170	B2HLX2	bacteria
3qh4_A	84	310	B2HLX2	bacteria
3qio_A	11	118	P04585	virus
3qio_A	3	137	P04585	virus
3qio_A	46	137	P04585	virus
3qio_A	70	137	P04585	virus
3qio_A	90	137	P04585	virus
3qit_A	38	130	D0E8E2	bacteria
3qit_A	5	131	D0E8E2	bacteria
3qj3_A	101	225	Q69G21	invertebrate
3qj3_A	101	302	Q69G21	invertebrate
3qj3_A	101	319	Q69G21	invertebrate
3qj3_A	104	272	Q69G21	invertebrate
3qj3_A	119	308	Q69G21	invertebrate
3qj3_A	149	251	Q69G21	invertebrate
3qj3_A	2	312	Q69G21	invertebrate
3qj3_A	208	319	Q69G21	invertebrate
3qj3_A	220	301	Q69G21	invertebrate
3qj3_A	242	307	Q69G21	invertebrate
3qj3_A	31	305	Q69G21	invertebrate
3qj3_A	54	286	Q69G21	invertebrate
3qks_A	1	197	P58301	bacteria
3qks_A	17	195	P58301	bacteria
3qks_A	5	90	P58301	bacteria
3qks_A	6	162	P58301	bacteria
3qle_A	10	135	C8ZIW7	plantfungi
3qle_A	10	152	C8ZIW7	plantfungi
3qle_A	10	77	C8ZIW7	plantfungi
3qle_A	11	168	C8ZIW7	plantfungi
3qle_A	12	98	C8ZIW7	plantfungi
3qle_A	64	153	C8ZIW7	plantfungi
3qnm_A	102	232	Q8A5G8	bacteria
3qns_A	267	312	Q0SE24	bacteria
3qou_A	1	49	P77395	bacteria
3qou_A	1	66	P77395	bacteria
3qq5_A	6	289	B9KBK7	bacteria
3qqc_A	129	352	Q8U0M5	bacteria
3qqc_A	64	352	Q8U0M5	bacteria
3qqc_A	65	299	Q8U0M5	bacteria
3qqm_A	1	215	Q98H69	bacteria
3qqm_A	12	180	Q98H69	bacteria
3qqm_A	133	195	Q98H69	bacteria
3qqz_A	117	244	nan	nan
3qqz_A	17	205	nan	nan
3qqz_A	18	244	nan	nan
3qsj_A	2	209	C8WVE1	bacteria
3qt4_A	15	285	Q7YXL2	invertebrate
3qt4_A	8	305	Q7YXL2	invertebrate
3qt4_A	88	296	Q7YXL2	invertebrate
3qvm_A	20	272	U3KRE9	bacteria
3qwu_A	32	230	O67191	bacteria
3qx3_A	141	221	Q02880	human
3qxl_A	21	189	Q5JS13	human
3qzy_A	5	239	P41480	virus
3qzy_A	77	237	P41480	virus
3r0l_D	1	56	P0CG56	nonMammalVertebrate
3r0p_A	11	125	D8VN48	nan
3r0v_A	10	79	D1C982	bacteria
3r24_A	1	243	P0C6X7	virus
3r24_A	2	265	P0C6X7	virus
3r24_A	20	232	P0C6X7	virus
3r3j_A	321	454	Q8ILF7	invertebrate
3r3p_A	1	98	A7KV39	virus
3r3p_A	18	91	A7KV39	virus
3r3s_A	127	273	Q8ZM09	bacteria
3r3s_A	186	290	Q8ZM09	bacteria
3r3s_A	33	289	Q8ZM09	bacteria
3r3s_A	41	233	Q8ZM09	bacteria
3r3s_A	51	202	Q8ZM09	bacteria
3r40_A	27	101	Q6NAM1	bacteria
3r45_A	1	80	P49450	human
3r8q_A	5	265	P02751	human
3r8y_A	76	184	Q81MQ2	bacteria
3r9r_A	7	261	B1MHW4	bacteria
3r9r_A	7	281	B1MHW4	bacteria
3raz_A	4	74	Q9K1R4	bacteria
3rcz_B	5	78	P40984	plantfungi
3rd5_A	15	94	Q741V7	bacteria
3rd5_A	9	74	Q741V7	bacteria
3reg_A	1	172	C4M4W4	invertebrate
3rfa_A	100	298	P36979	bacteria
3rfa_A	70	171	P36979	bacteria
3rfa_A	97	334	P36979	bacteria
3rfs_A	64	122	nan	nan
3rfs_A	84	217	nan	nan
3rgo_A	68	152	Q66GT5	nonHumanMammal
3rgo_A	87	156	Q66GT5	nonHumanMammal
3rgz_A	171	545	O22476	plantfungi
3rgz_A	626	695	O22476	plantfungi
3rh5_A	141	253	P06746	human
3rhf_A	37	263	A1R8G0	bacteria
3rhf_A	69	271	A1R8G0	bacteria
3rhf_A	70	247	A1R8G0	bacteria
3rib_A	120	267	Q9NRG4	human
3rl4_A	192	272	B1WBP0	nonHumanMammal
3rl5_A	145	278	B1WBP0	nonHumanMammal
3rl5_A	46	277	B1WBP0	nonHumanMammal
3rl5_A	50	198	B1WBP0	nonHumanMammal
3rlf_A	38	207	P68187	bacteria
3rmv_A	2	117	P46976	human
3rr5_A	1	169	C0LJI8	bacteria
3rsc_A	230	376	Q8KNE0	bacteria
3rsc_A	281	379	Q8KNE0	bacteria
3rsc_A	281	397	Q8KNE0	bacteria
3rsn_A	42	166	Q9UBL3	human
3rtx_A	28	260	O55236	nonHumanMammal
3rtx_A	39	233	O55236	nonHumanMammal
3rv0_A	114	185	A7TR32	plantfungi
3rv0_A	114	239	A7TR32	plantfungi
3rv0_A	86	239	A7TR32	plantfungi
3rv1_A	112	174	A7TR32	plantfungi
3rv1_A	112	194	A7TR32	plantfungi
3rv1_A	87	218	A7TR32	plantfungi
3rv1_A	88	175	A7TR32	plantfungi
3rv1_A	88	192	A7TR32	plantfungi
3rzg_A	100	204	Q6NS38	human
3rzg_A	18	204	Q6NS38	human
3rzg_A	36	204	Q6NS38	human
3s0p_A	37	121	P14831	plantfungi
3s0p_A	40	87	P14831	plantfungi
3s3e_A	181	288	P35992	invertebrate
3s3e_A	182	263	P35992	invertebrate
3s3e_A	4	71	P35992	invertebrate
3s3v_A	4	143	P00374	human
3s3v_A	4	161	P00374	human
3s4r_A	1	89	nan	nan
3s57_A	1	202	Q6NS38	human
3s57_A	44	204	Q6NS38	human
3s57_A	48	181	Q6NS38	human
3s57_A	6	149	Q6NS38	human
3s57_A	61	201	Q6NS38	human
3s57_A	67	185	Q6NS38	human
3s57_A	69	150	Q6NS38	human
3s57_A	9	97	Q6NS38	human
3s6j_A	81	210	Q88AV7	bacteria
3s6j_A	84	188	Q88AV7	bacteria
3s6p_A	1	530	Q82462	virus
3s6p_A	19	514	Q82462	virus
3s6p_E	1	34	Q82462	virus
3s8a_A	1	15	P21524	plantfungi
3s8a_A	1	172	P21524	plantfungi
3s8a_A	1	214	P21524	plantfungi
3s8a_A	1	549	P21524	plantfungi
3s8a_A	1	665	P21524	plantfungi
3s8a_A	105	633	P21524	plantfungi
3s8a_A	105	665	P21524	plantfungi
3s8a_A	113	549	P21524	plantfungi
3s8a_A	115	592	P21524	plantfungi
3s8a_A	122	625	P21524	plantfungi
3s8a_A	123	665	P21524	plantfungi
3s8a_A	140	665	P21524	plantfungi
3s8a_A	158	665	P21524	plantfungi
3s8a_A	17	665	P21524	plantfungi
3s8a_A	252	359	P21524	plantfungi
3s8a_A	252	381	P21524	plantfungi
3s8a_A	252	556	P21524	plantfungi
3s8a_A	256	487	P21524	plantfungi
3s8a_A	259	595	P21524	plantfungi
3s8a_A	341	665	P21524	plantfungi
3s8a_A	350	556	P21524	plantfungi
3s8a_A	353	592	P21524	plantfungi
3s8a_A	36	664	P21524	plantfungi
3s8a_A	364	609	P21524	plantfungi
3s8a_A	364	665	P21524	plantfungi
3s8a_A	368	467	P21524	plantfungi
3s8a_A	368	483	P21524	plantfungi
3s8a_A	368	556	P21524	plantfungi
3s8a_A	38	214	P21524	plantfungi
3s8a_A	40	556	P21524	plantfungi
3s8a_A	40	574	P21524	plantfungi
3s8a_A	46	633	P21524	plantfungi
3s8a_A	52	665	P21524	plantfungi
3s8a_A	60	556	P21524	plantfungi
3s8a_A	616	664	P21524	plantfungi
3s8a_A	66	139	P21524	plantfungi
3s8a_A	68	665	P21524	plantfungi
3s8a_A	70	589	P21524	plantfungi
3s8a_A	73	609	P21524	plantfungi
3s8a_A	73	633	P21524	plantfungi
3s8a_A	88	664	P21524	plantfungi
3saf_A	145	254	nan	nan
3saf_A	46	281	nan	nan
3saf_A	74	236	nan	nan
3saf_A	75	253	nan	nan
3saf_A	77	346	nan	nan
3saf_A	79	270	nan	nan
3saf_A	83	193	nan	nan
3saf_A	93	346	nan	nan
3sam_A	12	542	P68440	virus
3sc6_A	2	236	A0A1S0QL17	bacteria
3sd7_A	86	192	Q181K6	bacteria
3sd7_A	87	211	Q181K6	bacteria
3sfz_A	509	1001	O88879	nonHumanMammal
3sgi_A	1	387	P9WNV1	bacteria
3sgi_A	1	409	P9WNV1	bacteria
3sgi_A	110	400	P9WNV1	bacteria
3sgi_A	18	409	P9WNV1	bacteria
3sgi_A	24	393	P9WNV1	bacteria
3sgi_A	387	408	P9WNV1	bacteria
3sgi_A	76	408	P9WNV1	bacteria
3sho_A	32	128	D1C9F1	bacteria
3shq_A	212	280	Q9XZ16	invertebrate
3shq_A	31	260	Q9XZ16	invertebrate
3sig_A	1	250	D1AC29	bacteria
3sig_A	7	150	D1AC29	bacteria
3siq_A	8	102	Q24306	invertebrate
3siq_A	8	86	Q24306	invertebrate
3sir_A	5	199	O01382	invertebrate
3sjl_D	277	375	A1BB97	bacteria
3slk_A	3	295	Q9ALM5	bacteria
3smv_A	100	205	B2Z3V8	bacteria
3so2_A	1	116	E1ZRW6	plantfungi
3so2_A	1	138	E1ZRW6	plantfungi
3so2_A	33	116	E1ZRW6	plantfungi
3so2_A	47	138	E1ZRW6	plantfungi
3so2_A	9	94	E1ZRW6	plantfungi
3son_A	1	142	nan	nan
3son_A	1	62	nan	nan
3sp1_A	194	348	O51545	bacteria
3sp1_A	204	288	O51545	bacteria
3sp1_A	219	259	O51545	bacteria
3sp1_A	222	288	O51545	bacteria
3sp1_A	224	397	O51545	bacteria
3sp1_A	29	147	O51545	bacteria
3spe_A	21	253	Q8SDD3	virus
3stj_A	1	260	P39099	bacteria
3stj_A	32	175	P39099	bacteria
3sv0_A	1	277	Q8LR51	plantfungi
3sv0_A	4	136	Q8LR51	plantfungi
3sv0_A	4	185	Q8LR51	plantfungi
3syk_A	22	207	P95648	bacteria
3syk_A	23	244	P95648	bacteria
3syk_A	23	267	P95648	bacteria
3syk_A	24	225	P95648	bacteria
3syk_A	60	264	P95648	bacteria
3syk_A	67	192	P95648	bacteria
3syk_A	69	147	P95648	bacteria
3syk_A	69	225	P95648	bacteria
3syl_A	68	139	P95648	bacteria
3syy_A	1	149	C1D7P6	bacteria
3syy_A	1	187	C1D7P6	bacteria
3syy_A	117	183	C1D7P6	bacteria
3syy_A	24	183	C1D7P6	bacteria
3syy_A	46	146	C1D7P6	bacteria
3syy_A	46	185	C1D7P6	bacteria
3syy_A	84	147	C1D7P6	bacteria
3syy_A	84	185	C1D7P6	bacteria
3t1o_A	8	191	Q5SJ82	bacteria
3t37_A	3	76	Q5NT46	bacteria
3t3p_B	108	259	P05106	human
3t3p_B	108	354	P05106	human
3t5g_A	2	166	Q15382	human
3t6p_A	100	331	Q13490	human
3t6p_A	167	329	Q13490	human
3t6p_A	183	329	Q13490	human
3t6p_A	199	331	Q13490	human
3t6p_A	2	84	Q13490	human
3t6p_A	215	331	Q13490	human
3t6p_A	236	331	Q13490	human
3t6p_A	252	331	Q13490	human
3t6p_A	268	331	Q13490	human
3t6p_A	284	331	Q13490	human
3t6p_A	3	100	Q13490	human
3t6p_A	36	88	Q13490	human
3t6p_A	5	67	Q13490	human
3t6p_A	54	329	Q13490	human
3t6p_A	7	145	Q13490	human
3t6p_A	71	331	Q13490	human
3t7l_A	1	75	Q7Z3T8	human
3t7v_A	1	288	Q46E78	bacteria
3t7v_A	1	337	Q46E78	bacteria
3t8k_A	37	180	C7NDE2	bacteria
3t8k_A	9	28	C7NDE2	bacteria
3t9y_A	1	123	A0A0H2XI93	bacteria
3t9y_A	45	123	A0A0H2XI93	bacteria
3tac_B	128	243	O75334	human
3tad_C	72	190	Q8C8U0	nonHumanMammal
3tad_C	72	217	Q8C8U0	nonHumanMammal
3tau_A	1	134	Q8Y672	bacteria
3tau_A	1	90	Q8Y672	bacteria
3tau_A	4	152	Q8Y672	bacteria
3tb9_A	1	160	P21524	plantfungi
3tb9_A	1	535	P21524	plantfungi
3tb9_A	1	644	P21524	plantfungi
3tb9_A	100	593	P21524	plantfungi
3tb9_A	102	535	P21524	plantfungi
3tb9_A	102	571	P21524	plantfungi
3tb9_A	108	644	P21524	plantfungi
3tb9_A	111	337	P21524	plantfungi
3tb9_A	113	514	P21524	plantfungi
3tb9_A	127	644	P21524	plantfungi
3tb9_A	128	342	P21524	plantfungi
3tb9_A	144	361	P21524	plantfungi
3tb9_A	145	341	P21524	plantfungi
3tb9_A	145	644	P21524	plantfungi
3tb9_A	147	525	P21524	plantfungi
3tb9_A	200	362	P21524	plantfungi
3tb9_A	229	529	P21524	plantfungi
3tb9_A	23	643	P21524	plantfungi
3tb9_A	232	339	P21524	plantfungi
3tb9_A	236	361	P21524	plantfungi
3tb9_A	27	535	P21524	plantfungi
3tb9_A	27	553	P21524	plantfungi
3tb9_A	309	643	P21524	plantfungi
3tb9_A	33	612	P21524	plantfungi
3tb9_A	333	644	P21524	plantfungi
3tb9_A	348	475	P21524	plantfungi
3tb9_A	348	571	P21524	plantfungi
3tb9_A	39	644	P21524	plantfungi
3tb9_A	47	535	P21524	plantfungi
3tb9_A	52	160	P21524	plantfungi
3tb9_A	53	126	P21524	plantfungi
3tb9_A	55	644	P21524	plantfungi
3tb9_A	57	568	P21524	plantfungi
3tb9_A	60	588	P21524	plantfungi
3tb9_A	60	612	P21524	plantfungi
3tb9_A	74	644	P21524	plantfungi
3tb9_A	77	160	P21524	plantfungi
3tb9_A	79	535	P21524	plantfungi
3tb9_A	92	612	P21524	plantfungi
3tb9_A	92	644	P21524	plantfungi
3tb9_A	96	160	P21524	plantfungi
3tbg_A	145	468	P10635	human
3tbg_A	314	431	P10635	human
3tbg_A	334	432	P10635	human
3tbg_A	359	426	P10635	human
3tbg_A	375	442	P10635	human
3tc9_A	221	401	Q8A230	bacteria
3tco_A	3	85	Q980E5	bacteria
3td7_A	1	109	Q5UP54	virus
3td7_A	1	254	Q5UP54	virus
3td7_A	118	243	Q5UP54	virus
3td7_A	2	131	Q5UP54	virus
3td7_A	8	91	Q5UP54	virus
3td7_A	94	254	Q5UP54	virus
3td9_A	1	322	Q9X0L9	bacteria
3tgu_A	45	204	D0VX31	nonMammalVertebrate
3tho_B	1	226	Q9X1X0	bacteria
3tho_B	1	242	Q9X1X0	bacteria
3tho_B	1	264	Q9X1X0	bacteria
3tho_B	1	292	Q9X1X0	bacteria
3tho_B	1	308	Q9X1X0	bacteria
3tho_B	1	349	Q9X1X0	bacteria
3tho_B	1	367	Q9X1X0	bacteria
3tho_B	1	95	Q9X1X0	bacteria
3tho_B	178	347	Q9X1X0	bacteria
3tho_B	182	292	Q9X1X0	bacteria
3tho_B	2	202	Q9X1X0	bacteria
3tho_B	31	291	Q9X1X0	bacteria
3tht_A	137	238	Q96BT7	human
3tht_A	137	286	Q96BT7	human
3tht_A	158	238	Q96BT7	human
3thx_A	292	486	P43246	human
3thx_A	292	512	P43246	human
3thx_A	292	608	P43246	human
3tix_A	1	74	O94687	plantfungi
3tkb_A	58	190	P13051	human
3tki_A	1	206	O14757	human
3tki_A	3	131	O14757	human
3tki_A	4	150	O14757	human
3tki_A	4	172	O14757	human
3tki_A	4	261	O14757	human
3tki_A	4	87	O14757	human
3tki_A	46	260	O14757	human
3tki_A	5	243	O14757	human
3tki_A	70	261	O14757	human
3tki_A	76	173	O14757	human
3tlx_A	17	210	Q7Z0H0	invertebrate
3tm8_A	149	241	Q6MM30	bacteria
3tmk_A	2	212	P00572	plantfungi
3tnu_A	1	52	nan	nan
3tnu_A	1	71	nan	nan
3tnu_A	1	91	nan	nan
3tnu_B	1	80	nan	nan
3tnu_B	1	96	nan	nan
3tos_A	56	231	Q8KNF1	bacteria
3tq8_A	1	128	Q83AB2	bacteria
3tq8_A	1	147	Q83AB2	bacteria
3tq8_A	34	115	Q83AB2	bacteria
3tq8_A	53	116	Q83AB2	bacteria
3tqo_A	23	265	Q83BL7	bacteria
3tqo_A	23	388	Q83BL7	bacteria
3tqo_A	239	287	Q83BL7	bacteria
3tqo_A	24	305	Q83BL7	bacteria
3tqu_A	4	89	Q83FA3	bacteria
3tqz_A	87	139	Q45920	bacteria
3tr7_A	1	220	Q83CW4	bacteria
3tr7_A	30	217	Q83CW4	bacteria
3tr7_A	48	189	Q83CW4	bacteria
3trk_A	1	182	Q8JUX6	virus
3trk_A	124	302	Q8JUX6	virus
3trk_A	162	322	Q8JUX6	virus
3trk_A	232	315	Q8JUX6	virus
3trt_A	1	75	nan	nan
3tt0_A	134	297	P11362	human
3ttj_A	107	229	P53779	human
3ttj_A	124	226	P53779	human
3ttj_A	124	305	P53779	human
3ttj_A	96	291	P53779	human
3ttj_A	99	165	P53779	human
3tui_C	19	60	P30750	bacteria
3tui_C	42	216	P30750	bacteria
3tvj_I	1	36	O46162	invertebrate
3tvt_A	101	157	P31007	invertebrate
3tvt_A	69	153	P31007	invertebrate
3tw8_B	2	166	Q15286	human
3two_A	22	219	D0ITF8	bacteria
3two_A	29	203	D0ITF8	bacteria
3twu_A	45	156	Q9H2K2	human
3tx3_A	13	199	Q5QUJ8	bacteria
3txo_A	1	195	P24723	human
3txo_A	1	255	P24723	human
3txo_A	110	201	P24723	human
3txo_A	13	155	P24723	human
3txo_A	13	212	P24723	human
3txo_A	17	195	P24723	human
3txo_A	17	255	P24723	human
3txo_A	44	194	P24723	human
3txo_A	46	255	P24723	human
3txo_A	51	212	P24723	human
3txo_A	78	202	P24723	human
3txo_A	88	253	P24723	human
3tyj_A	1	137	Q81JD7	bacteria
3tyt_A	3	151	Q8R081	nonHumanMammal
3tyt_A	8	59	Q8R081	nonHumanMammal
3tyt_A	9	77	Q8R081	nonHumanMammal
3tzt_A	152	235	C7RG54	bacteria
3u0h_A	154	254	C8WQZ7	bacteria
3u0v_A	106	222	Q5VWZ2	human
3u1i_B	13	169	Q5UB51	virus
3u1j_A	1	21	nan	nan
3u1j_B	1	167	Q5UB51	virus
3u1n_A	43	197	Q9Y3Z3	human
3u1t_A	39	128	Q6DND9	bacteria
