16vp_A	3	304	P06492	virus
5j6r_A	1	421	Q81971	virus
5j81_A	1	412	P41266	virus
5jaj_A	17	170	G0YYQ5	nonMammalVertebrate
5jb1_A	1	457	Q81971	virus
5jel_A	9	193	Q14653	human
5jhl_A	1	285	A0A0X9QZM7	virus
5jif_A	109	245	O92367	virus
5jk7_F	1	75	P12520	virus
5jno_A	1	98	Q5T5X7	human
5jno_A	17	86	Q5T5X7	human
5jps_A	20	431	Q32ZE1	virus
5jq3_B	9	56	Q05320	virus
5js9_C	1	446	Q2N0S6	virus
5jvy_A	140	539	Q05769	nonHumanMammal
5jvy_A	2	552	Q05769	nonHumanMammal
5jvy_A	38	487	Q05769	nonHumanMammal
5jvy_A	58	552	Q05769	nonHumanMammal
5jvz_A	140	539	Q05769	nonHumanMammal
5jvz_A	2	553	Q05769	nonHumanMammal
5jvz_A	38	487	Q05769	nonHumanMammal
5jvz_A	58	552	Q05769	nonHumanMammal
5jx0_A	1	218	P04303	virus
5jx0_A	40	213	P04303	virus
5jyy_A	1	389	R4NFR6	virus
5jzg_A	1	139	E5D8F2	virus
5jzg_A	1	227	E5D8F2	virus
5jzg_A	17	227	E5D8F2	virus
5jzg_B	1	193	E5D8F2	virus
5jzg_B	1	235	E5D8F2	virus
5jzg_B	65	235	E5D8F2	virus
5jzg_C	43	273	E5D8F2	virus
5jzg_C	43	304	E5D8F2	virus
5jzg_C	43	94	E5D8F2	virus
5jzg_C	6	35	E5D8F2	virus
5jzg_C	94	304	E5D8F2	virus
5k5m_A	1	564	A0A097PIE2	virus
5k6b_F	1	443	P03420	virus
5k6c_F	1	446	P03420	virus
5k6f_F	1	451	P03420	virus
5k6g_F	1	446	P03420	virus
5k6h_F	1	446	P03420	virus
5k6i_F	1	446	P03420	virus
5k6k_A	1	351	Q32ZE1	virus
5k8i_A	1	437	A0A146CJG7	virus
5k9o_F	1	468	C3W5S1	virus
5k9q_A	1	320	Q91MA7	virus
5kaq_A	1	333	E1AFM4	virus
5kaq_A	1	482	E1AFM4	virus
5kdm_D	1	162	Q1HVJ0	virus
5kdm_D	121	181	Q1HVJ0	virus
5kdm_D	19	145	Q1HVJ0	virus
5kdm_D	19	181	Q1HVJ0	virus
5kel_A	1	226	Q05320	virus
5kel_A	156	235	Q05320	virus
5kel_A	172	235	Q05320	virus
5kel_A	189	235	Q05320	virus
5kel_A	215	235	Q05320	virus
5kel_B	1	114	Q05320	virus
5kel_B	1	55	Q05320	virus
5kel_B	22	114	Q05320	virus
5khe_A	1	99	P07566	virus
5kir_A	1	551	P35354	human
5kir_A	139	538	P35354	human
5kir_A	264	314	P35354	human
5kir_A	37	486	P35354	human
5kir_A	57	551	P35354	human
5kon_A	4	311	A0A172QPU7	virus
5kon_A	55	311	A0A172QPU7	virus
5kwa_A	106	203	P9WQN5	bacteria
5kwa_A	68	200	P9WQN5	bacteria
5kwb_A	1	217	Q5MQD0	virus
5kwb_A	1	365	Q5MQD0	virus
5kwb_A	217	309	Q5MQD0	virus
5kwd_A	6	155	nan	nan
5l14_A	1	389	R4NFR6	virus
5l14_A	26	293	R4NFR6	virus
5l1x_B	1	370	Q91F55	virus
5lb3_B	251	352	O94762	human
5lb8_A	13	353	O94762	human
5lb8_A	239	328	O94762	human
5lb8_A	239	344	O94762	human
5lb8_A	38	331	O94762	human
5lde_A	133	222	F5HEZ4	virus
5lde_A	52	142	F5HEZ4	virus
5lde_A	52	222	F5HEZ4	virus
5ldn_A	1	558	P04133	virus
5ldn_A	1	894	P04133	virus
5ldn_A	1	928	P04133	virus
5ldn_A	38	558	P04133	virus
5ldn_A	839	894	P04133	virus
5le9_A	11	266	nan	nan
5le9_A	60	305	nan	nan
5le9_A	86	267	nan	nan
5lea_A	1	294	nan	nan
5lea_A	9	313	nan	nan
5lec_A	29	462	nan	nan
5lec_A	49	467	nan	nan
5lel_A	104	311	nan	nan
5lel_A	18	312	nan	nan
5lel_A	19	279	nan	nan
5lel_A	19	296	nan	nan
5lel_A	2	294	nan	nan
5lel_A	3	237	nan	nan
5lel_A	3	257	nan	nan
5lel_A	39	276	nan	nan
5lel_A	39	296	nan	nan
5lel_A	39	314	nan	nan
5lel_A	7	200	nan	nan
5lel_A	76	312	nan	nan
5lel_A	80	279	nan	nan
5lel_A	81	296	nan	nan
5lj5_Q	1	531	P15938	plantfungi
5lj5_Q	10	561	P15938	plantfungi
5lj5_Q	105	295	P15938	plantfungi
5lj5_Q	105	399	P15938	plantfungi
5lj5_Q	127	460	P15938	plantfungi
5lj5_Q	133	404	P15938	plantfungi
5lj5_Q	15	491	P15938	plantfungi
5lj5_Q	16	396	P15938	plantfungi
5lj5_Q	16	466	P15938	plantfungi
5lj5_Q	17	509	P15938	plantfungi
5lj5_Q	188	349	P15938	plantfungi
5lj5_Q	19	533	P15938	plantfungi
5lj5_Q	2	352	P15938	plantfungi
5lj5_Q	7	173	P15938	plantfungi
5ljx_A	1	383	P08668	virus
5ljy_A	1	375	P08668	virus
5lkc_A	1	306	A0A0E4B1P1	virus
5lkc_A	50	306	A0A0E4B1P1	virus
5lts_A	132	190	P14240	virus
5lts_A	2	86	P14240	virus
5lz3_B	1	35	nan	nan
5m1h_A	1	181	P14349	virus
5m1m_A	1	155	Q6I7B9	virus
5m2x_A	216	884	A0A0X8GJ44	virus
5m2x_A	6	884	A0A0X8GJ44	virus
5m3h_C	3	731	H6QM90	virus
5ma4_A	27	278	nan	nan
5ma4_A	7	282	nan	nan
5mak_A	18	203	nan	nan
5mak_A	18	260	nan	nan
5mak_A	18	280	nan	nan
5mak_A	2	260	nan	nan
5mak_A	2	280	nan	nan
5mak_A	38	283	nan	nan
5mak_A	54	283	nan	nan
5mak_A	72	277	nan	nan
5mak_A	81	242	nan	nan
5mdm_E	2	411	P13180	virus
5mdm_E	50	340	P13180	virus
5mfx_A	1	435	A0A146CJH9	virus
5mhk_A	1	187	P08392	virus
5mhk_A	23	185	P08392	virus
5mjv_A	1	193	Q66578	virus
5mjv_A	1	44	Q66578	virus
5mjv_A	1	77	Q66578	virus
5mjv_A	44	193	Q66578	virus
5mjv_A	77	193	Q66578	virus
5mjv_B	1	240	Q66578	virus
5mjv_B	1	65	Q66578	virus
5mjv_B	61	240	Q66578	virus
5mjv_C	1	110	Q66578	virus
5mjv_C	1	126	Q66578	virus
5mjv_C	1	258	Q66578	virus
5mjv_C	1	67	Q66578	virus
5mjv_C	110	258	Q66578	virus
5mjv_C	111	202	Q66578	virus
5mjv_C	126	221	Q66578	virus
5mjv_C	126	258	Q66578	virus
5mjv_C	57	250	Q66578	virus
5mus_A	1	377	J7HBG8	virus
5mv1_A	2	403	P27395	virus
5mv2_A	11	411	P27395	virus
5n11_A	1	343	Q4VID6	virus
5n2e_A	108	347	P20509	virus
5n2e_A	115	950	P20509	virus
5n2e_A	116	981	P20509	virus
5n2e_A	144	832	P20509	virus
5n2e_A	153	892	P20509	virus
5n2e_A	156	284	P20509	virus
5n2e_A	156	305	P20509	virus
5n2e_A	156	348	P20509	virus
5n2e_A	157	854	P20509	virus
5n2e_A	159	758	P20509	virus
5n2e_A	163	965	P20509	virus
5n2e_A	166	382	P20509	virus
5n2e_A	169	892	P20509	virus
5n2e_A	223	353	P20509	virus
5n2e_A	233	892	P20509	virus
5n2e_A	247	923	P20509	virus
5n2e_A	253	758	P20509	virus
5n2e_A	261	859	P20509	virus
5n2e_A	27	116	P20509	virus
5n2e_A	27	347	P20509	virus
5n2e_A	347	474	P20509	virus
5n2e_A	434	804	P20509	virus
5n2e_A	479	1000	P20509	virus
5n2e_A	509	765	P20509	virus
5n2e_A	509	928	P20509	virus
5n2e_A	511	804	P20509	virus
5n2e_A	514	964	P20509	virus
5n2e_A	516	667	P20509	virus
5n2e_A	524	842	P20509	virus
5n2e_A	525	886	P20509	virus
5n2e_A	525	917	P20509	virus
5n2e_A	527	700	P20509	virus
5n2e_A	527	935	P20509	virus
5n2e_A	542	668	P20509	virus
5n2e_A	6	1000	P20509	virus
5n2e_A	614	697	P20509	virus
5n2e_A	614	848	P20509	virus
5n2e_A	617	926	P20509	virus
5n2h_A	115	950	P20509	virus
5n2h_A	115	969	P20509	virus
5n2h_A	153	892	P20509	virus
5n2h_A	159	758	P20509	virus
5n2h_A	167	855	P20509	virus
5n2h_A	169	892	P20509	virus
5n2h_A	169	969	P20509	virus
5n2h_A	191	284	P20509	virus
5n2h_A	233	892	P20509	virus
5n2h_A	241	362	P20509	virus
5n2h_A	247	923	P20509	virus
5n2h_A	253	758	P20509	virus
5n2h_A	261	859	P20509	virus
5n2h_A	27	116	P20509	virus
5n2h_A	27	347	P20509	virus
5n2h_A	347	474	P20509	virus
5n2h_A	385	441	P20509	virus
5n2h_A	479	1000	P20509	virus
5n2h_A	494	761	P20509	virus
5n2h_A	509	647	P20509	virus
5n2h_A	509	777	P20509	virus
5n2h_A	509	898	P20509	virus
5n2h_A	509	928	P20509	virus
5n2h_A	511	875	P20509	virus
5n2h_A	516	761	P20509	virus
5n2h_A	518	832	P20509	virus
5n2h_A	521	854	P20509	virus
5n2h_A	522	807	P20509	virus
5n2h_A	525	929	P20509	virus
5n2h_A	525	979	P20509	virus
5n2h_A	527	700	P20509	virus
5n2h_A	542	668	P20509	virus
5n2h_A	6	1000	P20509	virus
5n2h_A	614	848	P20509	virus
5n2h_A	614	926	P20509	virus
5n2h_A	799	846	P20509	virus
5n2u_A	1	470	A0A0E3VZU8	virus
5n4k_A	1	131	Q6Q1R8	virus
5ncr_A	1	174	Q6TW43	virus
5ncr_A	30	168	Q6TW43	virus
5ncr_A	62	124	Q6TW43	virus
5ncr_A	76	154	Q6TW43	virus
5nfs_A	1	181	Q5UEA2	virus
5nfy_A	1	513	Q1T6X8	virus
5nhq_A	1	53	P03086	virus
5nhq_A	1	72	P03086	virus
5nkp_A	85	269	Q9UH77	human
5nn9_A	1	389	P03472	virus
5nnu_A	1	232	F5HFA1	virus
5nnu_A	25	227	F5HFA1	virus
5nnu_A	55	193	F5HFA1	virus
5npz_A	199	277	B1PJV3	nonHumanMammal
5nt2_F	1	116	P03496	virus
5nuh_A	1	127	Q5QGG3	virus
5nuz_C	1	143	C1K9J9	virus
5nwe_A	1	389	C3W6G3	virus
5nwe_A	34	383	C3W6G3	virus
5nz4_A	1	388	C3W6G3	virus
5nz4_A	34	383	C3W6G3	virus
5nze_A	1	388	C3W6G3	virus
5nze_A	34	383	C3W6G3	virus
5nzf_A	1	388	C3W6G3	virus
5nzf_A	34	383	C3W6G3	virus
5nzn_A	1	388	C3W6G3	virus
5nzn_A	34	383	C3W6G3	virus
5o2u_A	1	74	P12493	virus
5o5b_1	1	145	Q84895	virus
5o5b_1	1	224	Q84895	virus
5o5b_2	1	228	Q84895	virus
5o5b_2	1	261	Q84895	virus
5o5b_2	45	261	Q84895	virus
5o5b_3	1	195	Q84895	virus
5o5b_3	1	236	Q84895	virus
5o5b_3	43	236	Q84895	virus
5o6a_B	1	303	Q01299	virus
5o6a_B	1	493	Q01299	virus
5o6a_B	302	400	Q01299	virus
5o6a_B	395	493	Q01299	virus
5o6a_D	1	56	Q01299	virus
5ogi_A	1	552	P04133	virus
5ogi_A	1	888	P04133	virus
5ogi_A	1	922	P04133	virus
5ogi_A	39	552	P04133	virus
5ogi_A	552	610	P04133	virus
5ogi_A	833	922	P04133	virus
5oix_A	1	27	nan	nan
5ooo_A	18	167	A2SZX2	virus
5ooo_A	2	126	A2SZX2	virus
5ooo_A	2	167	A2SZX2	virus
5opg_A	1	335	A0A077D153	virus
5osn_C	1	200	Q65480	virus
5osn_C	1	244	Q65480	virus
5osn_C	68	244	Q65480	virus
5oy9_A	1	372	P0C2X0	virus
5oy9_A	1	410	P0C2X0	virus
5pzo_A	1	493	Q9WMX2	virus
5pzo_A	15	551	Q9WMX2	virus
5pzo_A	493	551	Q9WMX2	virus
5szs_A	1	1178	Q6Q1S2	virus
5szs_A	1	178	Q6Q1S2	virus
5szs_A	166	1177	Q6Q1S2	virus
5szs_A	166	689	Q6Q1S2	virus
5szs_A	675	1177	Q6Q1S2	virus
5szs_A	850	994	Q6Q1S2	virus
5szs_A	929	1025	Q6Q1S2	virus
5szx_A	1	63	nan	nan
5t1a_A	1	195	P41597	human
5t1a_A	12	111	P41597	human
5t1a_A	12	157	P41597	human
5t1a_A	9	139	P41597	human
5t1v_A	1	19	Q32ZE1	virus
5t1v_A	18	159	Q32ZE1	virus
5t2t_A	2	190	P14240	virus
5t2t_A	86	147	P14240	virus
5t3s_G	1	439	Q2N0S6	virus
5t3t_A	14	110	Q05323	virus
5t3t_A	14	140	Q05323	virus
5t3w_A	11	138	P35258	virus
5t42_A	3	48	nan	nan
5t6d_A	4	175	Q83883	virus
5t6n_A	3	319	Q91MA7	virus
5t7x_A	1	148	Q3KSS4	virus
5tby_A	756	954	P12883	human
5tby_A	825	954	P12883	human
5tby_A	841	955	P12883	human
5tby_A	857	954	P12883	human
5tby_A	873	954	P12883	human
5tby_A	889	954	P12883	human
5tby_A	906	955	P12883	human
5tby_A	922	955	P12883	human
5tby_A	938	954	P12883	human
5tdg_A	1	455	Q76VI8	virus
5tdl_A	1	451	P10104	virus
5tfr_A	1	883	Q32ZE1	virus
5tfr_A	216	883	Q32ZE1	virus
5thf_A	3	320	Q91MA7	virus
5tjw_A	1	461	Q1K9H2	virus
5tl6_B	1	316	P0C6X7	virus
5tmh_A	1	881	Q32ZE1	virus
5tmh_A	216	881	Q32ZE1	virus
5toh_A	2	53	nan	nan
5tpn_A	1	465	Q38650	virus
5trh_A	1	492	Q9WMX2	virus
5trh_A	15	551	Q9WMX2	virus
5twm_A	1	523	Q99IB8	virus
5twm_A	1	560	Q99IB8	virus
5twm_A	105	395	Q99IB8	virus
5twm_A	511	560	Q99IB8	virus
5txg_A	1	433	A0A0X8GJ44	virus
5txm_A	2	557	P03366	virus
5txn_A	2	556	P03366	virus
5txp_A	3	557	P03366	virus
5tz2_C	1	115	Q08722	human
5u0b_A	1	884	Q32ZE1	virus
5u0b_A	217	884	Q32ZE1	virus
5u1c_A	1	252	Q76353	virus
5u1c_A	1	60	Q76353	virus
5u1c_A	160	205	Q76353	virus
5u1c_A	205	252	Q76353	virus
5u1c_A	22	205	Q76353	virus
5u1c_A	57	160	Q76353	virus
5u1d_X	1	56	A0A140GKJ0	virus
5u1f_C	1	448	Q2N0S6	virus
5u68_A	1	449	M1E1E4	virus
5u6x_A	2	554	P05979	nonHumanMammal
5u6x_A	59	554	P05979	nonHumanMammal
5udd_A	1	450	Q6V2E7	virus
5uiw_A	1	353	P51681	human
5uiw_A	18	334	P51681	human
5uiw_A	22	353	P51681	human
5uj2_A	2	508	Q99IB8	virus
5uj2_A	2	535	Q99IB8	virus
5ukb_D	1	420	A6H4P1	virus
5um8_G	3	469	A1EAI1	virus
5uqy_B	20	128	Q1PDC7	virus
5uqy_B	65	128	Q1PDC7	virus
5uqy_B	9	65	Q1PDC7	virus
5utf_G	2	439	Q2N0S6	virus
5uty_G	1	447	Q2N0S6	virus
5uv6_A	52	188	Q14982	human
5uv6_A	63	211	Q14982	human
5uv6_A	68	179	Q14982	human
5v2s_A	1	609	P10211	virus
5v2s_A	1	706	P10211	virus
5v2s_A	609	705	P10211	virus
5v7j_G	1	448	Q2N0S6	virus
5vag_A	1	210	R4NN21	virus
5vhe_A	215	279	Q05B79	nonHumanMammal
5vi7_A	2	436	Q32ZE1	virus
5vj2_A	1	136	X5FN71	virus
5vjk_A	1	316	R4NN21	virus
5vk2_A	1	187	P08669	virus
5vk2_A	1	56	P08669	virus
5vkd_A	4	103	B8XCM7	virus
5vli_A	1	323	P03452	virus
5vob_A	1	668	Q6SW67	virus
5vob_A	1	68	Q6SW67	virus
5vob_A	145	662	Q6SW67	virus
5vob_A	19	668	Q6SW67	virus
5vob_A	190	667	Q6SW67	virus
5vob_A	320	668	Q6SW67	virus
5vob_A	379	668	Q6SW67	virus
5vob_A	476	667	Q6SW67	virus
5vob_A	59	668	Q6SW67	virus
5vob_B	1	238	Q68674	virus
5vob_B	39	218	Q68674	virus
5vob_C	2	106	P16837	virus
5vob_D	1	12	F5HCP3	virus
5vob_D	1	171	F5HCP3	virus
5vob_E	1	109	F5HET4	virus
5vob_E	1	73	F5HET4	virus
5vst_A	1	200	Q61354	nonHumanMammal
5vtq_A	3	322	Q91MA7	virus
5vtv_A	3	322	Q91MA7	virus
5vty_A	2	317	Q91MA7	virus
5vwl_A	1	106	Q6TAN6	virus
5vyh_A	1	337	K9N5Q8	virus
5vyl_A	1	196	P10221	virus
5vyl_A	1	265	P10221	virus
5vyl_A	133	503	P10221	virus
5vyl_A	18	262	P10221	virus
5vyl_A	18	503	P10221	virus
5vyl_A	180	503	P10221	virus
5vyl_A	77	503	P10221	virus
5w0k_A	1	656	P03231	virus
5w0k_A	125	656	P03231	virus
5w0k_A	29	656	P03231	virus
5w0k_A	371	656	P03231	virus
5w0k_A	429	656	P03231	virus
5w1n_A	1	218	nan	nan
5w1o_A	1	428	Q81007	virus
5w23_A	1	447	P03420	virus
5w2b_A	1	98	Q8JPY1	virus
5w2e_A	3	510	P26663	virus
5w2e_A	3	560	P26663	virus
5w3e_A	1	206	P03303	virus
5w3e_A	1	275	P03303	virus
5w3e_A	52	275	P03303	virus
5w3e_B	1	192	P03303	virus
5w3e_B	1	237	P03303	virus
5w3e_B	100	224	P03303	virus
5w3e_B	43	237	P03303	virus
5w3e_B	83	237	P03303	virus
5w3e_C	1	224	P03303	virus
5w3e_C	1	256	P03303	virus
5w3e_C	49	256	P03303	virus
5w3e_D	1	41	nan	nan
5w6d_G	1	444	Q2N0S6	virus
5w9j_J	1	366	K9N5Q8	virus
5w9j_J	1	727	K9N5Q8	virus
5wb0_F	1	443	Q1A2Z0	virus
5wb1_A	1	278	P69333	virus
5wb1_A	1	294	P69333	virus
5wb1_A	1	310	P69333	virus
5wb1_A	13	126	P69333	virus
5wb1_A	13	234	P69333	virus
5wb1_A	14	193	P69333	virus
5wb1_A	19	151	P69333	virus
5wb1_A	19	289	P69333	virus
5wb1_A	212	277	P69333	virus
5wb2_A	175	286	P69333	virus
5wb2_A	214	279	P69333	virus
5wb2_A	24	230	P69333	virus
5wb2_A	24	286	P69333	virus
5wb2_A	53	156	P69333	virus
5wb2_A	57	230	P69333	virus
5wb2_A	82	275	P69333	virus
5wdu_G	1	450	Q2N0S6	virus
5wdx_A	15	196	R9TEU1	virus
5wdx_A	15	643	R9TEU1	virus
5wdx_A	196	341	R9TEU1	virus
5wdx_A	196	363	R9TEU1	virus
5wdx_A	211	305	R9TEU1	virus
5wdx_A	295	362	R9TEU1	virus
5wdx_A	341	441	R9TEU1	virus
5wdx_A	341	471	R9TEU1	virus
5wdx_A	44	196	R9TEU1	virus
5wdx_A	441	643	R9TEU1	virus
5wdx_A	484	643	R9TEU1	virus
5wj7_A	125	196	P12883	human
5wkj_A	2	303	K9N638	virus
5wkn_A	1	323	Q88435	virus
5wl0_A	1	483	Q67296	virus
5wlz_C	115	207	P12883	human
5wlz_C	131	207	P12883	human
5wlz_C	161	207	P12883	human
5wmf_A	1	138	P03211	virus
5wwp_B	2	235	K0BWD0	virus
5wwp_B	2	271	K0BWD0	virus
5wwp_B	2	592	K0BWD0	virus
5wwp_B	235	304	K0BWD0	virus
5wwp_B	253	410	K0BWD0	virus
5wwp_B	268	333	K0BWD0	virus
5wwp_B	271	387	K0BWD0	virus
5wwp_B	274	410	K0BWD0	virus
5wwp_B	307	592	K0BWD0	virus
5wwp_B	322	569	K0BWD0	virus
5wwp_B	342	592	K0BWD0	virus
5wwp_B	358	592	K0BWD0	virus
5wwp_B	364	572	K0BWD0	virus
5wwp_B	424	576	K0BWD0	virus
5wwp_B	424	592	K0BWD0	virus
5wx8_A	1	241	Q77Z83	virus
5wx8_A	38	235	Q77Z83	virus
5wz3_A	2	566	A0A109PRQ3	virus
5x29_A	1	59	P59637	virus
5x45_A	5	137	E5D8F2	virus
5x4r_A	1	334	K9N5Q8	virus
5x58_A	1	1055	P59594	virus
5x58_A	1	297	P59594	virus
5x58_A	297	549	P59594	virus
5x58_A	548	627	P59594	virus
5x58_A	627	1054	P59594	virus
5x58_A	790	920	P59594	virus
5x58_A	848	957	P59594	virus
5x59_A	1	1142	K9N5Q8	virus
5x59_A	1	361	K9N5Q8	virus
5x59_A	363	483	K9N5Q8	virus
5x59_A	473	703	K9N5Q8	virus
5x59_A	708	1141	K9N5Q8	virus
5x59_A	879	1019	K9N5Q8	virus
5xbc_A	1	110	K4L9I6	virus
5xc6_A	1	452	M9P7S0	virus
5xc6_A	16	154	M9P7S0	virus
5xc7_A	1	452	M9P7S0	virus
5xc7_A	159	298	M9P7S0	virus
5xe0_A	1	139	F1T146	virus
5xe0_A	1	458	F1T146	virus
5xe0_A	139	401	F1T146	virus
5xe0_A	401	458	F1T146	virus
5xhv_A	1	284	C3W5X2	virus
5xjy_A	551	727	O95477	human
5xku_A	1	209	R4NN21	virus
5xl2_A	5	487	Q9E148	virus
5xl8_A	4	487	P19696	virus
5xlr_A	1	1023	P59594	virus
5xlr_A	1	242	P59594	virus
5xlr_A	572	1022	P59594	virus
5xn0_A	1	552	P12497	virus
5xn0_A	304	433	P12497	virus
5xn0_A	438	500	P12497	virus
5xn0_B	1	408	P12497	virus
5xon_A	1188	1427	C4R4Y0	plantfungi
5xon_A	1373	1427	C4R4Y0	plantfungi
5xon_A	1397	1427	C4R4Y0	plantfungi
5xon_B	1000	1096	C4QZQ7	plantfungi
5xon_B	903	1096	C4QZQ7	plantfungi
5xor_A	1	99	A9YPG7	virus
5xor_A	73	98	A9YPG7	virus
5xrs_A	1	320	I0AXC3	virus
5xs4_A	1	133	A0A0K2BNC7	virus
5xs4_A	1	214	A0A0K2BNC7	virus
5xs4_A	6	185	A0A0K2BNC7	virus
5xs4_C	1	170	A0A0K2BNC7	virus
5xs4_C	1	211	A0A0K2BNC7	virus
5xs4_C	57	211	A0A0K2BNC7	virus
5xs4_C	88	170	A0A0K2BNC7	virus
5xs5_B	1	13	A0A0K2BNC7	virus
5xs5_B	13	170	A0A0K2BNC7	virus
5xs5_B	13	194	A0A0K2BNC7	virus
5xsq_A	1	317	Q6UY69	virus
5y10_C	1	121	W8GRF8	virus
5y10_C	1	155	W8GRF8	virus
5y10_C	1	319	W8GRF8	virus
5y10_C	121	319	W8GRF8	virus
5y10_C	155	319	W8GRF8	virus
5y3e_A	2	316	P0C6U8	virus
5y4d_A	239	568	Q01484	human
5y4d_A	249	661	Q01484	human
5y4d_A	326	568	Q01484	human
5y6z_A	1	458	L7WS61	virus
5y6z_A	11	435	L7WS61	virus
5y6z_A	142	401	L7WS61	virus
5y6z_A	166	342	L7WS61	virus
5y6z_A	17	458	L7WS61	virus
5y9c_A	1	418	P26535	virus
5yax_C	1	9	nan	nan
5yd0_A	121	313	Q5U311	nonHumanMammal
5yd0_A	141	215	Q5U311	nonHumanMammal
5yd0_A	16	322	Q5U311	nonHumanMammal
5yd0_A	181	322	Q5U311	nonHumanMammal
5yd0_A	207	313	Q5U311	nonHumanMammal
5yd0_A	47	322	Q5U311	nonHumanMammal
5yd0_A	83	183	Q5U311	nonHumanMammal
5yd0_A	83	215	Q5U311	nonHumanMammal
5ygh_A	1	74	A0A0X8GJ44	virus
5yhq_A	1	140	Q9YLP0	virus
5yhq_A	1	222	Q9YLP0	virus
5yhq_A	1	53	Q9YLP0	virus
5yhq_A	82	190	Q9YLP0	virus
5yhq_B	1	11	Q6JKS2	virus
5yhq_B	1	203	Q6JKS2	virus
5yhq_B	1	229	Q6JKS2	virus
5yhq_B	32	229	Q6JKS2	virus
5yhq_C	1	176	Q6JKS2	virus
5yhq_C	1	229	Q6JKS2	virus
5yhq_C	109	229	Q6JKS2	virus
5yhq_C	78	219	Q6JKS2	virus
5yhq_C	92	176	Q6JKS2	virus
5yhq_C	94	209	Q6JKS2	virus
5yow_A	18	426	J3SPZ8	virus
5ys6_A	1	573	T2FL65	virus
5ywo_A	1	501	P32886	virus
5ywo_A	299	404	P32886	virus
5ywo_A	399	501	P32886	virus
5ywo_B	1	75	P27395	virus
5yxw_A	1	86	Q786F3	virus
5yxw_A	29	86	Q786F3	virus
5yxw_B	1	100	Q786F3	virus
5yxw_B	1	368	Q786F3	virus
5yxw_B	1	80	Q786F3	virus
5yy8_A	124	214	Q9Y6Y0	human
5yy8_A	19	281	Q9Y6Y0	human
5yy8_A	2	284	Q9Y6Y0	human
5yy8_A	21	265	Q9Y6Y0	human
5yy8_A	40	280	Q9Y6Y0	human
5z0r_A	369	443	Q32ZE1	virus
5zhg_A	2	163	Q82040	virus
5zvs_2	1	1246	Q9E3V9	virus
5zvs_4	46	504	Q8JU68	virus
6a0z_A	1	271	M1E1E4	virus
6aop_A	3	318	I6UCL3	virus
6aoq_A	1	318	B2VNK2	virus
6aos_A	1	318	I6UCL3	virus
6apb_A	1	427	P03420	virus
6apd_A	1	452	P10104	virus
6app_B	1	65	P27588	virus
6ax1_A	44	281	Q99685	human
6b0n_G	1	476	Q2N0S6	virus
6b0n_G	1	611	Q2N0S6	virus
6b19_A	9	509	P03366	virus
6b3o_A	1	345	P11224	virus
6b7n_A	1	967	A0A075E3D7	virus
6b7n_A	21	967	A0A075E3D7	virus
6b7n_A	472	966	A0A075E3D7	virus
6beg_A	12	543	P68440	virus
6bfu_A	1	965	A0A140ESF1	virus
6bfu_A	17	964	A0A140ESF1	virus
6bk6_A	1	300	O89341	virus
6bkm_A	3	322	Q91MA7	virus
6bkn_A	3	318	A4GYF9	virus
6bko_A	3	318	A4GYF9	virus
6bli_L	1	30	nan	nan
6bp2_A	1	149	Q1PDC7	virus
6br5_A	1	388	E0UY46	virus
6br5_A	34	366	E0UY46	virus
6br9_A	1	130	Q9J563	virus
6br9_A	130	234	Q9J563	virus
6br9_A	21	234	Q9J563	virus
6bsg_A	1	285	P04585	virus
6bsg_A	1	546	P04585	virus
6bt3_I	1	469	P03101	virus
6bt3_I	22	464	P03101	virus
6bvv_B	1	25	nan	nan
6c0k_A	2	557	P03366	virus
6c0l_B	1	415	P03366	virus
6c54_A	1	251	P18272	virus
6c54_A	1	348	P18272	virus
6c54_A	238	347	P18272	virus
6c54_A	320	347	P18272	virus
6c5v_A	1	34	K9US75	virus
6c5v_A	1	656	K9US75	virus
6c5v_A	125	656	K9US75	virus
6c5v_A	34	656	K9US75	virus
6c5v_B	7	95	Q1HVF6	virus
6c5v_C	1	178	P0C6Z5	virus
6c5v_C	1	67	P0C6Z5	virus
6c5v_C	59	175	P0C6Z5	virus
6c9d_A	326	397	Q9P0L2	human
6ccb_A	17	132	B2YFS0	virus
6ccb_C	1	438	B2YFS0	virus
6cfp_A	1	403	P15659	virus
6cgf_A	2	557	P03366	virus
6cgv_M	1	304	P12537	virus
6cgv_M	3	76	P12537	virus
6cgv_M	61	304	P12537	virus
6cgv_P	1	96	P03281	virus
6cgv_P	3	53	P03281	virus
6cgv_P	3	80	P03281	virus
6cgv_U	1	172	P24936	virus
6ch7_G	1	453	Q2N0S6	virus
6ch8_G	1	452	Q2N0S6	virus
6ch9_G	2	449	B3UES2	virus
6ck9_G	2	428	E1ADR9	virus
6cmg_A	1	429	O89343	virus
6cnx_A	110	212	Q99986	human
6cnx_A	115	257	Q99986	human
6cnx_A	125	310	Q99986	human
6cnx_A	128	222	Q99986	human
6cnx_A	131	247	Q99986	human
6cnx_A	18	244	Q99986	human
6cnx_A	18	309	Q99986	human
6cnx_A	20	213	Q99986	human
6cnx_A	232	305	Q99986	human
6cnx_A	50	247	Q99986	human
6cnx_A	54	195	Q99986	human
6cnx_A	67	212	Q99986	human
6cnx_A	73	168	Q99986	human
6cnx_A	98	243	Q99986	human
6co8_A	1	502	A0A024B7W1	virus
